Serial No,ratings,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,category,product type,brand,main_cat,price,Human Sentiment Score,Review Type,Sentiment_Score,Sentiment_Magnitude,Normalized_Sentiment_Scores
3511,5,,True,"09 30, 2016",A27PDK311BRMC4,B00545B424,Christopher B.,Exact match for my fridge. Looks like I never broke the first one!,Spot on,1475193600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Frigidaire,Tools & Home Improvement,44.18,0.8,Positive,0.9,1.8,0.46
3517,5,,True,"03 23, 2015",A2EXCUX07V8YOF,B00545ANEY,Ms. Dance,Handle came promptly and fit perfectly.,Perfect!,1427068800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Handles']",Refrigerator Handles,Frigidaire,Tools & Home Improvement,21.25,0.7,Positive,0.9,0.9,0.76
3518,5,,True,"10 30, 2013",A2C8OCVR9MQVXM,B00545B424,J,"Great price for a replacement shelf in our Frigidaire refrigerator.

Easily helps organize condiments and drinks and keeps these items from using space in your main shelving.",Replacement Shelf - Great Price,1383091200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Frigidaire,Tools & Home Improvement,44.18,0.6,Positive,0.9,1.9,0.44
3519,5,,True,"06 23, 2014",A1NFHSJTO1ZV2A,B00545ANEY,Thomas Riggsbee,Got this for my mother just like the one that came with on it look to be made of good material very happy with this,Door handle,1403481600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Handles']",Refrigerator Handles,Frigidaire,Tools & Home Improvement,21.25,0.7,Positive,0.9,0.9,0.76
3520,2,,True,"06 11, 2014",A1MOE1OKA4IHPK,B00545ANEY,Kyla,I bought this last summer and it already broke! Going to have to buy a new one:( Any other makers?,Already broke,1402444800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Handles']",Refrigerator Handles,Frigidaire,Tools & Home Improvement,21.25,-0.7,Negative,-0.6,1.8,-0.32
3522,4,,True,"10 29, 2013",A3ANGVTYA4BDH1,B00545ANEY,Rachel.,"The handle on my Frigidaire refrigerator broke and despite this not being the exact handle that was broken, it fit and I am more than pleased with that!  This has proven to be a very sturdy handle and thus far it has not let me down and has not broken or cracked.",It fits!,1383004800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Handles']",Refrigerator Handles,Frigidaire,Tools & Home Improvement,21.25,0.6,Positive,0.7,1.5,0.44
3526,5,,True,"04 24, 2016",A1QKE78J18X25L,B00545B3IO,Amazon Customer,Product as advertised. Fast shipping.,Five Stars,1461456000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Frigidaire,Tools & Home Improvement,".a-box-inner{background-color:#fff}#alohaBuyBoxWidget .selected{background-color:#fffbf3;border-color:#e77600;box-shadow:0 0 3px rgba(228,121,17,.5)}#alohaBuyBoxWidget .contract-not-available{color:gray}#aloha-cart-popover .aloha-cart{height:auto;overflow:hidden}#aloha-cart-popover #aloha-cartInfo{float:left}#aloha-cart-popover #aloha-cart-details{float:right;margin-top:1em}#aloha-cart-popover .deviceContainer{width:160px;float:left;padding-right:10px;border-right:1px solid #ddd}#aloha-cart-popover li:last-child{border-right:0}#aloha-cart-popover .aloha-device-title{height:3em;overflow:hidden}#aloha-cart-popover .aloha-thumbnail-container{height:100px;margin-bottom:1em;text-align:center}#aloha-cart-popover .aloha-price-container{text-align:center}#aloha-cart-popover .aloha-thumbnail-container img{height:inherit}#aloha-cart-popover .aloha-cart{border-top:1px solid #ddd;border-bottom:1px solid #ddd}#aloha-cart-popover #aloha-cart-info{margin-right:0}#alohaBuyBoxWidget .without-contract-subheading{margin-right:0}#aloha-bb-help-nodes .aloha-bb-contract-term-heading{color:gray;font-family:arial;margin-top:.5em;text-align:center;height:.7em;border-bottom:1px solid gray;margin-bottom:1.6em}#aloha-bb-help-nodes .aloha-bb-contract-term-heading span{background-color:#fff;padding:0 10px 0 10px}#alohaAvailabilityUS_feature_div .availability a{text-decoration:none}#alohaPricingWidget a{text-decoration:none}#alohaAvailabilityUS_feature_div .availability{margin-top:-4px;margin-bottom:0}#alohaBuyBoxWidget .select-transaction-alert .a-icon-alert{top:18px;left:3px}#alohaBuyBoxWidget .select-transaction-alert .a-alert-container{padding-left:39px;width:290px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .contract-term-heading a{text-decoration:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .annual-contract-box .a-icon-popover{display:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .annual-contract-box{cursor:pointer;cursor:hand}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .aloha-buybox-price{font-size:15px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget #linkOffSection a{text-decoration:none}#alohaBuyBoxUS_feature_div .lockedUsedBuyboxContainer{padding-left:3.5%}#alohaBuyBoxUS_feature_div .alohaBuyboxUtilsNoWrap{white-space:nowrap}.hidden{display:none}.simo-no-padding{padding:0}.carrier-reviews-cell{padding-left:10px}.carrier-reviews-bordered-cell{border:1px dotted #ccc}.carrier-reviews-selected-cell{background-color:#ffd}#aloha-carrier-compatibility-modal-table-description{margin-top:10px;margin-bottom:14px}.aloha-carrier-compatibility-sortable-header.carrier{min-width:97px}.aloha-carrier-compatibility-sortable-header.compatibility{min-width:156px}.aloha-carrier-compatibility-sortable-header div{float:left}.aloha-carrier-compatibility-sortable-header i.a-icon{margin-left:10px;margin-top:4px}#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes th:nth-child(2n),.aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes td:nth-child(2n){background-color:transparent}.aloha-carrier-compatibility-column-gray{background-color:#f6f6f6}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text,.aloha-carrier-compatibility-modal-table-row .carrier-name,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary{min-height:27px;display:inline-block;cursor:default}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-name:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary:first-line{line-height:27px}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-icon{margin-top:6px}.aloha-carrier-compatibility-check-icon{width:30px;height:27px;background-position:-318px -35px;background-image:url(https://images-na.ssl-images-amazon.com/images/G/01/AUIClients/AmazonUIBaseCSS-sprite_2x-8e7ef370dc28a214b3f490c9620f4ac501d5a864._V2_.png);background-repeat:no-repeat;background-size:400px 650px;display:inline-block;vertical-align:top}.aloha-carrier-compatibility-hidden{display:none}.aloha-buybox-spaced-link{margin-top:12px;margin-bottom:7px;text-align:center}.popover-tab",0.7,Positive,0.5,1.0,0.46
3527,3,3,True,"07 23, 2015",ARYV0GJMGZNWK,B00545B3IO,shop shop shop,"This fit my freezer door not my refrigerator door. Problem is: I needed one for the frig.  I don't think that the listing makes that fact clear but the size in inches is stated. I found that the item listed my model number then read the listing title ""Bin Door for REFRIGERATOR"" and thought that it it fit the FRIG door - not the freezer.  I'll take some of the blame for not checking the inches but the title and description could be clearer.",Freezer not Refrigerator Door on my model,1437609600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Frigidaire,Tools & Home Improvement,".a-box-inner{background-color:#fff}#alohaBuyBoxWidget .selected{background-color:#fffbf3;border-color:#e77600;box-shadow:0 0 3px rgba(228,121,17,.5)}#alohaBuyBoxWidget .contract-not-available{color:gray}#aloha-cart-popover .aloha-cart{height:auto;overflow:hidden}#aloha-cart-popover #aloha-cartInfo{float:left}#aloha-cart-popover #aloha-cart-details{float:right;margin-top:1em}#aloha-cart-popover .deviceContainer{width:160px;float:left;padding-right:10px;border-right:1px solid #ddd}#aloha-cart-popover li:last-child{border-right:0}#aloha-cart-popover .aloha-device-title{height:3em;overflow:hidden}#aloha-cart-popover .aloha-thumbnail-container{height:100px;margin-bottom:1em;text-align:center}#aloha-cart-popover .aloha-price-container{text-align:center}#aloha-cart-popover .aloha-thumbnail-container img{height:inherit}#aloha-cart-popover .aloha-cart{border-top:1px solid #ddd;border-bottom:1px solid #ddd}#aloha-cart-popover #aloha-cart-info{margin-right:0}#alohaBuyBoxWidget .without-contract-subheading{margin-right:0}#aloha-bb-help-nodes .aloha-bb-contract-term-heading{color:gray;font-family:arial;margin-top:.5em;text-align:center;height:.7em;border-bottom:1px solid gray;margin-bottom:1.6em}#aloha-bb-help-nodes .aloha-bb-contract-term-heading span{background-color:#fff;padding:0 10px 0 10px}#alohaAvailabilityUS_feature_div .availability a{text-decoration:none}#alohaPricingWidget a{text-decoration:none}#alohaAvailabilityUS_feature_div .availability{margin-top:-4px;margin-bottom:0}#alohaBuyBoxWidget .select-transaction-alert .a-icon-alert{top:18px;left:3px}#alohaBuyBoxWidget .select-transaction-alert .a-alert-container{padding-left:39px;width:290px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .contract-term-heading a{text-decoration:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .annual-contract-box .a-icon-popover{display:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .annual-contract-box{cursor:pointer;cursor:hand}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .aloha-buybox-price{font-size:15px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget #linkOffSection a{text-decoration:none}#alohaBuyBoxUS_feature_div .lockedUsedBuyboxContainer{padding-left:3.5%}#alohaBuyBoxUS_feature_div .alohaBuyboxUtilsNoWrap{white-space:nowrap}.hidden{display:none}.simo-no-padding{padding:0}.carrier-reviews-cell{padding-left:10px}.carrier-reviews-bordered-cell{border:1px dotted #ccc}.carrier-reviews-selected-cell{background-color:#ffd}#aloha-carrier-compatibility-modal-table-description{margin-top:10px;margin-bottom:14px}.aloha-carrier-compatibility-sortable-header.carrier{min-width:97px}.aloha-carrier-compatibility-sortable-header.compatibility{min-width:156px}.aloha-carrier-compatibility-sortable-header div{float:left}.aloha-carrier-compatibility-sortable-header i.a-icon{margin-left:10px;margin-top:4px}#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes th:nth-child(2n),.aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes td:nth-child(2n){background-color:transparent}.aloha-carrier-compatibility-column-gray{background-color:#f6f6f6}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text,.aloha-carrier-compatibility-modal-table-row .carrier-name,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary{min-height:27px;display:inline-block;cursor:default}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-name:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary:first-line{line-height:27px}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-icon{margin-top:6px}.aloha-carrier-compatibility-check-icon{width:30px;height:27px;background-position:-318px -35px;background-image:url(https://images-na.ssl-images-amazon.com/images/G/01/AUIClients/AmazonUIBaseCSS-sprite_2x-8e7ef370dc28a214b3f490c9620f4ac501d5a864._V2_.png);background-repeat:no-repeat;background-size:400px 650px;display:inline-block;vertical-align:top}.aloha-carrier-compatibility-hidden{display:none}.aloha-buybox-spaced-link{margin-top:12px;margin-bottom:7px;text-align:center}.popover-tab",-0.7,Negative,-0.4,2.2,-0.18
3534,3,8,True,"10 24, 2011",ARUQT02UXC187,B0056CEB1Q,Amazon Customer,"This filter was actually a bit too large for our humidifier (even though it was one of the ones listed as compatible). It sort of works - but once we used it, we couldn't really return it. I've trimmed it to fit, but it doesn't quite hold together the same.",Works ok,1319414400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Accumulair,Tools & Home Improvement,14.95,-0.7,Negative,-0.5,1.5,-0.32
3535,4,,True,"04 6, 2015",A1Y70MDJTDEGP2,B0056CEB1Q,Ione Scott,They work just as well or better than the more expensive filters. I will buy them again!,Four Stars,1428278400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Accumulair,Tools & Home Improvement,14.95,0.8,Positive,0.9,1.9,0.44
3541,5,4,True,"08 17, 2013",A1M5VG0QJWSFDC,B0056JVM98,diane mc ewen,"after trying to soak the old one in vinegar,and everything else. we are happy to get it,perfect fit.will be ordering another for standby.",perfect fit,1376697600,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Filters']",Range Filters,Broan,Industrial & Scientific,12.99,0.8,Positive,0.3,1.3,0.23
3550,5,,True,"03 2, 2017",A1E4ABJWUQVP01,B0056JVM98,Hungry reader,Nice item; what was needed at an equitable price,Nice,1488412800,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Filters']",Range Filters,Broan,Industrial & Scientific,12.99,0.8,Positive,0.9,0.9,0.76
3563,5,4,True,"03 31, 2016",A3QB9WMBMGQSHR,B0057PAFVM,Debra,"I love Sonic ice to the point where I was going to Sonicto buy bags of their ice.  I took a while to decide on this purchase because of the price.  However, I love it.  I bring ice to our friends' homes now.",Love Nugget Ice,1459382400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Scotsman,Appliances,594.75,0.6,Positive,0.4,2.2,0.18
3567,5,,True,"03 16, 2016",A2L3ZEWUPMJTXS,B0058GVZC8,JayDee,Well I melted my plastic microwave cover on the previous burner. (Don't ask) But I followed the instructions and looked up the stove serial number so the selection was perfect. The item arrived bent ( I mentioned that in packaging feedback) but I was easily able to straighten it out and install it. Works like a charm and makes the other coils look pretty grimy. :-) I may replace them all so I get an all new stove. Overall very happy.,Perfect fit,1458086400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Whirlpool,Tools & Home Improvement,18.99,0.8,Positive,0.4,3.5,0.11
3568,5,,True,"03 15, 2016",A38079Z0V4U1EL,B0059E4QSY,DAG,These are great quality and fit perfectly.,Five Stars,1458000000,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Filters']",Range Filters,American Metal,Appliances,8.62,0.8,Positive,0.9,0.9,0.76
3572,5,,True,"01 28, 2018",A30WN8JCSYP6KO,B005AR70O2,W,Fine.,Five Stars,1517097600,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.5,Positive,0.6,0.6,0.76
3575,5,,True,"10 29, 2017",A34NW9EMC7OOZS,B005AR70O2,James N Ray,It was as advertised,Five Stars,1509235200,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.6,Positive,0.6,0.6,0.76
3578,5,,True,"08 6, 2017",ACS810JJGC7JW,B005AR70O2,Roy,Exact fit. Works great,Five Stars,1501977600,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.7,Positive,0.9,1.9,0.44
3580,5,,True,"06 24, 2017",A1P9DXZASYLHII,B005AR70O2,Amazon Customer,"Fit, was what i needed.",Replaced,1498262400,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.7,Positive,0.9,0.9,0.76
3594,5,,True,"10 9, 2016",A3B3XZKMZGB1H0,B005AR70O2,Dave Halkyard,"Fits perfect, great product.",Five Stars,1475971200,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.8,Positive,0.9,0.9,0.76
3601,5,,True,"06 27, 2016",A269WQ5UC4WSC,B005AR70O2,Lynne,Perfect fit. Fast delivery,Five Stars,1466985600,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.8,Positive,0.8,1.7,0.44
3605,4,,True,"10 1, 2015",A1CAQERCMZ37A4,B005AR70O2,Sheila,"I was not sure it this would fit the dryer model that we have, since it is an older machine, but I found a site that had replacement parts listed for my machine and I compared it to this one. They were matching numbers. So I ordered it. The shape is not exact but the area that it differs is not relevant. It is a plastic mold around a wire screen. The old lint trap used a softer mesh. The felt sides that keep the lint from passing around the filter are not as thick as the original one. I would have liked them to have stuck out a little more so, to prevent lint from getting past better, but all in all the filter works fine. I am holding on to the old one for awhile...just in case.

My 2 cents: If you have never taken your dryer part and vacuumed the inside of it (the parts that you don't see) you should. There are plenty of video out there that will show you how to take apart your dryer. The lint that get past the lint trap over the years accumulates on the motor and the bottom of the dryer. Huge fire hazard. If you are too nervous to take your dryer apart and put it back together have a professional do it. Also never leave your home with the dryer running. While you are at it...your exhaust fans in your bathroom and the coils on you fridge will thank you for a good vacuum as well.",It worked for our Kenmore 90 series gas dryer,1443657600,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.6,Positive,0.0,6.5,0.0
3612,4,,True,"03 21, 2015",A3ES5053VD37OC,B005AR70O2,Shopper,Fits very tight and not in a completely good way.,Four Stars,1426896000,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,-0.5,Negative,-0.5,0.5,-0.76
3614,5,,True,"12 29, 2014",A3U045SP0WZYPZ,B005AR70O2,Emily,Ive only had it a few months but its super sturdy and works very well!,Five Stars,1419811200,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.7,Positive,0.9,0.9,0.76
3617,5,,True,"10 27, 2014",A28UW1JCIF5QGD,B005AR70O2,Laura A. Ritter,"Fits perfect.  A bit stiffer than original filter, but I think its going to hold up better.",Fits perfect. A bit stiffer than original filter,1414368000,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.6,Positive,0.8,1.7,0.44
3618,5,,True,"10 15, 2014",A23UZLJSTQ4YEJ,B005AR70O2,Renee P,Works perfectly. Fit right into the dryer like the original part and seems to be better built if that makes sense.,Fit right into the dryer like the original part and seems to be better built ...,1413331200,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.6,Positive,0.9,1.8,0.46
3641,1,,True,"02 25, 2014",A1YLQRWU7SGATI,B005AR70O2,cr,"This is NOT an OEM version.
I noticed a large difference in the amount of lint this catches vs the OEM.
Beware --- this could lead to higher chance of a fire (lint in the pipes), more electricity used since the lint exhaust will be more jammed (so drying times will be longer), and harder on your dryer.
Waste of my money and I should have just bitten the bullet on a higher quality OEM one.",Does not fit as well as or catch as much lint as the OEM,1393286400,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,-0.9,Negative,-0.3,3.3,-0.09
3646,5,,True,"02 9, 2014",A1NXNMRE88LRFS,B005AR70O2,Lucky M. Moises,"No problems here, exactly as ordered.  We've been using this filter several weeks now and it's holding up to our expectations.",Perfect Fit,1391904000,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.6,Positive,0.9,1.8,0.46
3654,5,,True,"03 8, 2015",A29YVEBQCIC799,B005ARC9BG,Amazon Customer,Value priced and amazingly easy install.  Completely Satisfied.,Five Stars,1425772800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Whirlpool,Tools & Home Improvement,42.71,0.8,Positive,0.9,1.9,0.44
3659,5,,True,"08 3, 2014",A3FY39I7JBR0IG,B005ARC9BG,S. Henry,After trying to diagnose my refrigerator for weeks I ordered the whirlpool 100190935 motor it was the perfect fit and got to me in perfect time and it worked excellent.,whirlpool 100190935 motor,1407024000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Whirlpool,Tools & Home Improvement,42.71,0.8,Positive,0.9,0.9,0.76
3671,5,,True,"04 10, 2013",AMNSW70PDN6LM,B005AR70O2,Heather,The original screen that came with our dryer began separating from the frame in a matter of months so we shopped around online and decided to order this as a replacement. The price was wonderful and this screen is actually a lot better made than the original. It just feels heavier and so far we have had no issues whatsoever.,Excellent replacement screen,1365552000,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.6,Positive,0.6,2.0,0.29
3672,5,,True,"02 21, 2013",A37N6HQWP7HGNL,B005AR70O2,steve,"Better build quality than screen provided with dryer originally. OEM screens lint seal came  loose within a dozen cycles, after two dozen or more cycles this screen is performing as it should.",Lint screen replacement,1361404800,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.6,Positive,0.1,0.8,0.12
3676,5,,True,"12 27, 2012",ASXN5TA4OJBD4,B005AR70O2,Pulsar77,This was to replace the original filter that came with the dryer. The felt around the edge of the filter was pulling off and could not be shoved back in. This filter fits perfectly and is at least as good as the original (when it was new) at catching lint.,"Great fit,perhaps better than the original",1356566400,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,0.7,Positive,0.0,2.0,0.0
3677,2,,True,"12 18, 2012",A3B7T4FSOFXE3T,B005AR70O2,Dave W,"Better design than the one that came with my dryer, but still failed in the same place as the original one.  Had to reglue the felt after two uses.  Used high temp glue this time and hasn't failed yet since.  Tried to return, but would have had to pay shipping to return.  Poor quality product.",Better design than original but not by much,1355788800,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,30.16,-0.8,Negative,-0.3,3.3,-0.09
3683,5,,True,"04 22, 2014",AVFB0OM9P5AA1,B005B48M0U,Jason M Chesla,So far so good.  Shelf has not cracked like the original one did.  Seems to be made of thicker/better plastic.,Replaced original cracked shelf.,1398124800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Shelves']",Refrigerator Shelves,Whirlpool,Tools & Home Improvement,78.12,0.6,Positive,0.3,1.0,0.29
3686,5,,True,"03 29, 2017",A23F2KFAX992AI,B005B48M0U,Renia DeSmedt,FANTASTIC!! Got here on time and WASN'T BROKEN OR CRACKED!! I was very impressed!,Exactly what I needed and perfect!,1490745600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Shelves']",Refrigerator Shelves,Whirlpool,Tools & Home Improvement,78.12,0.8,Positive,0.9,2.8,0.31
3688,4,,True,"02 27, 2017",A292QTS3I5RT6X,B005B48M0U,D Smith,"It seems really expensive for a sheet of glass and some plastic, but it is what it's supposed to be",It seems really expensive for a sheet of glass and ...,1488153600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Shelves']",Refrigerator Shelves,Whirlpool,Tools & Home Improvement,78.12,0.5,Positive,0.0,0.0,
3695,5,,True,"02 25, 2014",A2HXTERUYYZP9G,B005B48MNM,BB and J Mom,"I have been searching for a replacement for some time now, after my research was done, this was the cheapest one that I found. Received today, and it was the perfect fit. Still unsure why something that is so cheaply made, is so expensive. Not worth all this money, but we needed it.",The Perfect Fit!,1393286400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Shelves']",Refrigerator Shelves,Whirlpool,Tools & Home Improvement,91.2,0.5,Positive,0.0,3.1,0.0
3696,3,2,True,"06 19, 2013",AXKVVIF0WLWV,B005B48MNM,ROBERT,"ITS OK, but nothing extraordinary, just glass/plastic item.  This should be metal/glass some thing stronger for this price.
Plastic? should cost $ 20.00 that's it.
So far is working until it brake again, cause is plastic.
------  I don't know where is the mind or brain of those who design this kind of refrige shelf .","Ok, same glass/pastic as others",1371600000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Shelves']",Refrigerator Shelves,Whirlpool,Tools & Home Improvement,91.2,0.2,Neutral,-0.3,1.9,-0.16
3703,5,,True,"01 28, 2015",AJUY84BOITKAB,B005B48MNM,tkincaid,Fit perfectly in the fridge. Glad they still made shelves for it.,Glad they still made shelves for it,1422403200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Shelves']",Refrigerator Shelves,Whirlpool,Tools & Home Improvement,91.2,0.5,Positive,0.9,1.8,0.46
3712,4,,True,"07 4, 2016",A3HU9XHZMS3IA3,B005B9CHQK,Mark H,Good replacement for my freezer. Was tricky finding the right size screw and tapping threads in the unthreaded holes.,Four Stars,1467590400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Frigidaire,Tools & Home Improvement,47.2,0.5,Positive,0.4,1.1,0.35
3715,4,,True,"11 29, 2014",A1QA4HFFR69P1W,B005B9CHQK,rswyche,We ordered it and it worked!,It worked!,1417219200,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Frigidaire,Tools & Home Improvement,47.2,0.4,Positive,0.9,0.9,0.76
3720,5,,True,"03 17, 2018",A3NTAQ473SV08U,B005B9CTQS,modbantam,Replacement Worked Out Fine,Replacement Worked Out Fine,1521244800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,20.09,0.5,Positive,0.6,0.6,0.76
3725,5,,True,"08 18, 2017",A39091LDMI5JXG,B005B9CTQS,Shunk Wugga,Worked exactly as advertised. Got the right one fist time,Five Stars,1503014400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,20.09,0.7,Positive,0.8,1.7,0.44
3727,5,,True,"06 20, 2017",A15YT9TIBS6YRB,B005B9CTQS,Don,great! plug and play,Five Stars,1497916800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Frigidaire,Tools & Home Improvement,20.09,0.7,Positive,0.5,1.1,0.43
3729,5,,True,"01 16, 2016",A3V80EZ158YYB9,B005B9EE8Y,Andrew Grimm,Fixed my refrigerator for almost nothing using this.,fridge repair.,1452902400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Frigidaire,Tools & Home Improvement,33.38,0.6,Positive,0.5,0.5,0.76
